Startup_Name,Industry,Initial_Funding_USD,Founder_Experience_Years,Team_Size,Target_Market_Size,Revenue_Model,Marketing_Spend_USD,Innovation_Index,Investor_Interest_Score,Success
Padilla-Callahan,Gaming,42628.693589887844,11,38,1,Freemium,17858,0.53,0.35,0
Sharp-Smith,Gaming,4231515.653333283,6,25,2,Freemium,98656,0.4,0.7,1
Wilson-Navarro,E-commerce,5027671.991543794,11,47,2,Freemium,12401,0.34,0.76,1
"Heath, Rodriguez and Howell",FinTech,519776.69093179156,3,47,1,Advertising,44223,0.83,0.77,0
Schneider Ltd,Travel,96303.56326271998,12,48,1,Freemium,148033,0.96,0.31,1
Hanson Group,E-commerce,46930.78241639353,12,10,5,Freemium,8165,0.31,0.96,1
Hart-Thomas,FoodTech,4797066.5733472705,14,17,2,One-time Purchase,192262,0.53,0.91,1
Mcgee Group,AI/ML,54759.11738969402,14,34,1,One-time Purchase,25291,0.54,0.29,0
Greene-Clark,FoodTech,441888.29882559815,10,48,2,Commission,115987,0.47,0.81,0
"Gibson, Garcia and Diaz",EdTech,2230177.4495873414,12,26,2,One-time Purchase,193392,0.85,0.84,1
Galvan-Jennings,FinTech,4420159.134169465,6,19,1,Advertising,84671,0.89,0.96,1
Barrera-Richards,AI/ML,1124267.113467382,3,4,5,One-time Purchase,170487,0.68,0.9,1
"Freeman, Lewis and Nelson",FinTech,1187436.1083504737,6,44,3,One-time Purchase,34679,0.86,0.11,0
Nunez Group,EdTech,47397.59234131472,15,48,1,Commission,53493,0.99,0.28,1
"Zimmerman, Savage and Benitez",HealthTech,1608120.242216374,3,4,5,One-time Purchase,39104,1.0,0.94,1
Palmer-Gonzalez,FinTech,59888.080342120775,9,23,4,Commission,163025,0.95,0.95,1
"Carlson, Johns and Reed",E-commerce,5135497.7183857765,11,44,1,Freemium,178713,0.21,0.12,0
Moon-Webster,RealEstate,945870.0901988473,3,24,2,One-time Purchase,47172,0.75,0.43,0
"Brown, Espinoza and Santiago",E-commerce,888285.5116315688,3,4,2,One-time Purchase,177904,0.99,0.3,0
Moore-Simpson,AI/ML,102957.43766243092,6,15,5,Advertising,195765,0.99,0.54,1
"Gonzalez, Johnston and Miller",Travel,4386726.063540847,10,12,1,Advertising,31502,0.88,0.39,1
"Wilson, Reynolds and White",Gaming,804731.7540965466,5,50,3,Commission,56550,0.87,0.36,0
Snyder-Munoz,EdTech,115709.33617687695,15,25,4,Subscription,46566,0.69,0.44,1
Lutz-Miller,RealEstate,5356386.615020867,11,47,5,Commission,154060,0.68,0.61,1
Scott-Moreno,HealthTech,1071543.3306449763,4,25,4,Subscription,16972,0.8,0.39,0
Becker-Scott,E-commerce,224178.29497766594,2,2,1,Commission,138123,0.28,0.51,0
Rivera-Smith,FoodTech,924200.0514012941,10,19,2,Subscription,175578,0.15,0.51,0
Perry-Guzman,EdTech,555859.3418101342,7,49,3,Advertising,31524,0.32,0.37,0
Joseph-Harris,Travel,240980.97731705417,12,34,4,Freemium,102166,0.57,0.19,0
Wright Group,RealEstate,52580.842520689686,5,44,5,Commission,82498,0.43,0.68,0
Peterson and Sons,E-commerce,4384409.514983246,5,10,5,Freemium,54733,0.71,0.31,1
Hunt-Whitaker,AI/ML,912891.8752974033,4,39,3,Commission,66744,0.74,0.18,0
Anderson PLC,EdTech,5691101.522849327,0,37,3,Freemium,67216,0.15,0.57,0
Martin and Sons,E-commerce,5831471.937300436,4,7,1,Commission,42563,0.24,0.19,0
Anderson-Pennington,FinTech,5263384.41953244,9,12,5,One-time Purchase,114276,0.3,0.97,1
Bell and Sons,Gaming,4654590.937129034,1,15,1,Commission,97904,0.3,0.77,0
Thomas Ltd,EdTech,44822.0764559128,15,28,3,Subscription,185094,0.46,0.25,0
Torres Inc,AI/ML,106575.26486979077,3,25,2,Subscription,118491,0.18,0.23,0
Rojas Inc,HealthTech,58894.91561008011,11,22,4,One-time Purchase,187145,0.75,0.53,1
White Ltd,FoodTech,1017023.3020617831,0,19,2,Commission,120629,0.94,0.42,0
Murphy PLC,EdTech,208781.48230709124,10,44,3,Advertising,84990,0.86,0.81,1
Anderson LLC,Gaming,295634.3838145044,9,40,5,Advertising,58438,0.32,0.87,1
Holt-Marsh,AI/ML,2012042.3877991862,15,21,1,Freemium,180697,0.58,0.23,1
Brown Ltd,AI/ML,84268.08266024866,7,28,1,One-time Purchase,83258,0.93,0.21,0
"Larson, Clark and Davis",Gaming,227341.54771579718,10,25,1,Subscription,72637,0.64,0.81,1
Santiago-Carter,Travel,40833.572947359076,4,34,2,Advertising,33855,0.27,0.78,0
Marshall-Hebert,Gaming,247893.52630454302,7,17,1,One-time Purchase,100421,0.72,0.76,0
"Hughes, Webb and Schultz",FoodTech,250880.5200361544,3,4,3,Advertising,195378,0.98,0.26,0
Flores-Parker,FinTech,890976.2640233123,7,39,3,Advertising,100923,0.92,0.61,1
"George, Harper and Peterson",FoodTech,543240.3399442058,4,2,4,Advertising,90450,0.97,0.26,0
Kelley PLC,FinTech,119624.66001616625,1,26,4,Commission,91647,0.87,0.4,0
"Baker, Allen and Booth",EdTech,40218.71244572015,7,17,2,Advertising,47072,0.81,0.72,1
Baker Group,HealthTech,80986.9722964162,1,10,2,Freemium,160807,0.98,0.29,0
Fuller-Austin,FinTech,89306.48333045511,15,30,2,Advertising,120193,0.34,0.58,0
Williams PLC,EdTech,5268070.68586789,1,20,5,Advertising,150877,0.2,0.3,0
Velez-Warner,AI/ML,586476.4752821114,1,47,2,Commission,82972,0.68,0.37,0
Allen-Martinez,RealEstate,833946.130571172,8,5,5,One-time Purchase,25213,0.96,0.39,1
Walker-Soto,AI/ML,114021.21716245654,13,13,5,Freemium,159647,0.94,0.93,1
Avila-Burton,FoodTech,58726.545975239875,8,35,4,Freemium,113821,0.22,0.56,0
Burton Group,Gaming,2397109.111083104,14,7,2,Subscription,140935,0.42,0.56,1
"Evans, Bennett and Mitchell",Travel,59017.56531372837,5,40,5,Advertising,184234,0.8,0.42,0
"Smith, Jones and Guzman",E-commerce,109483.95137674802,5,31,3,One-time Purchase,61385,0.97,0.38,0
"Knox, Myers and Gonzalez",FinTech,5108977.911078341,0,30,4,Commission,108922,0.65,0.17,1
"Scott, Yu and Smith",HealthTech,234178.4376014729,8,24,4,Advertising,171341,0.39,0.16,0
"Olson, Solomon and Everett",Travel,45547.65241318227,4,4,3,Freemium,75870,0.26,0.67,0
"Herrera, Oliver and Aguilar",E-commerce,47050.998476698616,11,12,4,Subscription,78986,0.87,0.93,1
Villegas Ltd,FinTech,117397.48235090803,4,25,4,One-time Purchase,59886,0.62,0.14,0
Mitchell PLC,AI/ML,56867.93591566333,3,19,5,Subscription,14025,0.49,0.22,0
"Kline, Lee and Smith",FinTech,53210.58987992423,7,48,3,Commission,149599,0.25,0.42,0
"Gross, Hicks and Lee",FinTech,243623.43128321852,13,12,2,Subscription,106940,0.77,0.91,1
"Burke, Lopez and Bernard",E-commerce,46598.017139032294,9,46,3,Subscription,130156,0.42,0.33,0
Bennett-Hart,EdTech,82562.97900162822,5,41,4,Freemium,140978,0.84,0.24,0
"Rivera, Clay and Ferguson",Travel,244934.81623735072,15,16,5,Subscription,12356,0.65,0.12,1
Bullock-Brown,E-commerce,2207295.491597124,1,23,1,Subscription,62331,0.87,0.25,0
"Martin, Simpson and Wolfe",HealthTech,400889.16049530706,13,41,4,Commission,195545,0.93,0.99,1
"Castillo, Cochran and Koch",Gaming,1886328.1833443586,14,18,4,Advertising,103956,0.86,0.66,1
Thompson Ltd,FoodTech,451114.4120314956,5,24,2,Advertising,120450,0.99,0.68,1
Mclaughlin-Dominguez,Gaming,962560.2427408645,1,45,4,Advertising,191028,0.25,0.78,0
Conway Group,Gaming,416447.36750994314,14,36,4,One-time Purchase,172717,0.15,0.44,0
"Patterson, Graves and Lara",FinTech,44688.219651700216,4,43,1,Subscription,150554,0.26,0.55,0
Baker-Sanchez,HealthTech,4227333.056946293,2,40,2,Commission,44871,0.59,0.54,1
Gordon Inc,RealEstate,4165125.5497134966,5,44,3,Freemium,169779,0.18,0.57,0
Compton-Vasquez,Gaming,82949.07922242311,12,41,2,Advertising,127176,0.77,0.53,1
Martinez LLC,RealEstate,235873.9571969958,7,44,5,Advertising,18954,0.28,0.64,0
Odonnell Inc,EdTech,1002822.656953589,7,5,1,Subscription,79003,0.64,0.53,0
Jones Ltd,FoodTech,5229785.051824389,10,44,4,One-time Purchase,177141,0.59,0.98,1
"Martinez, Williams and Green",AI/ML,1100226.0243998019,2,39,3,One-time Purchase,48444,0.25,0.66,0
"Martin, Berry and Turner",Travel,1811031.4521715103,8,41,3,Commission,104849,0.66,0.93,1
Johnson-Rose,FoodTech,4363887.411639623,1,47,3,Commission,70346,0.54,0.21,0
Archer-Moore,HealthTech,1156730.7414796308,13,25,3,Freemium,166072,0.35,0.49,0
Lopez Inc,RealEstate,103472.56459960603,13,45,5,Freemium,93990,0.89,0.79,1
Lamb-Chase,Travel,109111.55399994654,5,26,4,Advertising,131303,0.76,0.74,1
Castro and Sons,FoodTech,1165334.5891919318,5,20,4,One-time Purchase,39100,0.62,0.6,0
Mullen Inc,FoodTech,45331.70928244061,13,12,2,One-time Purchase,33924,0.25,0.94,0
"Torres, Arnold and Ruiz",FoodTech,248178.45542456306,10,26,1,One-time Purchase,29487,0.97,0.25,1
"Webster, Bowman and Nelson",EdTech,599675.4836862155,7,47,4,One-time Purchase,145106,0.79,0.86,1
Morrison-Thompson,FoodTech,46471.51241199645,13,27,5,Subscription,46874,0.19,0.41,0
Thompson Inc,FoodTech,1046265.5286402227,12,32,4,Subscription,59788,0.73,0.21,1
"Cantu, Foster and Castillo",AI/ML,44133.88047272211,1,25,2,Subscription,52902,0.41,0.95,0
"Taylor, Payne and Brewer",FoodTech,545349.7029889423,2,40,5,Advertising,21578,1.0,0.5,1
Patterson Group,RealEstate,1175658.4738839527,3,3,4,Advertising,107328,0.24,0.45,0
Davis LLC,EdTech,51511.493528785526,12,13,2,Advertising,199823,0.5,0.41,0
"Cooper, Wood and Knight",AI/ML,47649.78244636897,14,9,5,Subscription,31892,0.82,0.44,1
Ryan-Jones,E-commerce,1083375.1068781598,6,22,5,Advertising,67687,0.73,0.34,1
Carpenter PLC,EdTech,419549.58559076866,7,31,3,Advertising,47002,0.94,0.99,1
Hall-Howard,E-commerce,99751.92207364891,6,40,5,Freemium,135115,0.45,0.21,0
Arnold LLC,E-commerce,284336.10190505517,6,4,2,Freemium,179868,0.61,0.9,0
Phillips-Tran,Gaming,5641571.494816991,12,35,4,Subscription,71704,0.45,0.67,1
"Avery, Monroe and Garcia",Travel,44346.10178509246,13,29,2,Freemium,16266,0.16,0.93,0
Alexander Ltd,HealthTech,206689.8351479334,2,3,3,Freemium,194601,0.77,0.29,0
"Hicks, Tucker and Padilla",E-commerce,4613392.860683482,2,47,1,Subscription,125846,0.62,0.79,1
Hendricks and Sons,EdTech,278049.1190291414,7,41,4,One-time Purchase,106580,0.72,0.31,0
"Campbell, Franklin and Thomas",EdTech,486905.4011306725,4,47,4,Subscription,37093,0.78,0.86,1
Farrell and Sons,RealEstate,40845.53779733209,7,18,2,One-time Purchase,28283,0.19,0.44,0
Rodriguez Ltd,Gaming,5299148.905359859,0,49,1,Subscription,61692,0.43,0.45,0
Holloway-Jackson,AI/ML,110303.90772929706,3,32,4,Freemium,82750,0.51,0.59,0
Huynh Ltd,RealEstate,867966.4354442387,5,35,4,Subscription,111189,0.41,0.81,0
"Phillips, Wilson and Flores",AI/ML,4079911.212947658,14,26,2,Advertising,155763,0.96,0.56,1
Ford-Beck,AI/ML,1089489.020647976,4,27,2,One-time Purchase,122691,0.35,0.48,0
Stafford Inc,AI/ML,5439391.813703865,9,37,2,Subscription,110247,0.65,0.45,1
Blackwell-Compton,HealthTech,116376.78619409112,14,33,3,Subscription,81950,0.22,0.77,0
"Bryant, Jackson and Rodriguez",FoodTech,111071.27311939561,7,45,3,Subscription,103318,0.75,0.6,1
Porter-Baker,FinTech,48304.673696486614,1,38,4,Commission,120980,0.13,0.13,0
Morgan-Alexander,Gaming,4406050.573689685,1,10,3,Freemium,121491,0.56,0.45,1
"Good, Carroll and Parker",AI/ML,5676965.58580604,9,33,2,Freemium,135026,0.5,0.85,1
"Garcia, Mills and Forbes",Travel,1762223.5289196102,6,25,4,Freemium,152095,0.26,0.93,0
"Franklin, Hicks and Fisher",AI/ML,2254355.0553093557,5,42,3,One-time Purchase,152880,0.95,0.11,1
Beck PLC,FinTech,571621.5851039835,7,29,5,One-time Purchase,72878,0.33,0.93,1
Morrison-Snow,E-commerce,104997.42871162292,11,42,3,One-time Purchase,92244,0.37,0.17,0
Lawrence LLC,FoodTech,5143044.838420959,13,5,2,One-time Purchase,7849,0.57,0.95,1
Brown and Sons,EdTech,4233749.630808184,12,38,1,One-time Purchase,13210,0.3,0.29,0
Barrera PLC,HealthTech,4877773.655810567,0,40,2,One-time Purchase,128132,0.52,0.86,1
Davis Group,AI/ML,1852613.711912561,13,29,2,One-time Purchase,174084,0.62,0.71,1
Gonzales-Gillespie,RealEstate,93468.65397510145,2,26,3,One-time Purchase,152511,0.75,0.37,0
"Lewis, Woods and Rangel",Gaming,41408.42102381528,1,23,4,Advertising,173638,0.72,0.35,0
Lynn LLC,HealthTech,946042.6164856582,12,40,3,One-time Purchase,118997,0.95,0.8,1
Gutierrez LLC,FoodTech,54027.68901227361,12,24,5,Advertising,106786,0.51,0.3,0
Hernandez Group,RealEstate,526709.0687242541,1,32,4,Advertising,173741,0.19,0.62,0
Hill-Wheeler,Gaming,918092.5730651629,1,34,5,Advertising,134162,0.28,0.54,0
Dixon Group,AI/ML,210570.93549320856,2,29,3,Advertising,199436,0.93,0.43,0
Obrien-Evans,Gaming,52242.391591333995,15,7,4,Advertising,102202,0.69,0.47,1
"Durham, Morris and Woods",EdTech,94657.52367958926,8,45,5,Subscription,60357,0.25,0.14,0
Vargas-Goodwin,RealEstate,4757284.978042078,1,4,5,One-time Purchase,164873,0.96,0.6,1
"Reyes, Harris and Jones",RealEstate,99469.22773105341,15,10,1,Subscription,154255,0.92,0.21,1
Logan Ltd,HealthTech,52405.445923748295,4,16,3,Subscription,125698,0.83,0.27,0
Allen Ltd,E-commerce,4668999.943289177,3,16,5,Commission,45991,0.27,0.66,1
Zimmerman PLC,AI/ML,533399.0781182232,11,12,3,Commission,23302,0.76,0.87,1
Higgins-Webb,RealEstate,2203387.9711025753,11,24,4,Commission,122013,0.35,0.76,1
Murphy-Huang,HealthTech,803964.7817904698,3,40,4,Commission,114968,0.21,0.28,0
"Gibson, Wall and Padilla",RealEstate,1141409.8631025432,14,17,1,Subscription,11630,0.17,0.73,0
Barry Group,RealEstate,105352.74000922023,15,10,3,Advertising,153336,0.66,0.18,0
Chandler-Rodriguez,FoodTech,2032055.3648437664,13,15,2,Advertising,72339,0.26,0.41,0
Hughes Inc,RealEstate,2319422.0834597885,13,28,1,One-time Purchase,13407,0.44,0.93,1
Castro Group,Gaming,81354.63236389984,3,43,4,Freemium,184287,0.69,0.95,1
Stone and Sons,FinTech,87078.07106603048,10,15,4,Advertising,48353,0.27,0.62,0
"Conley, Jenkins and Quinn",EdTech,5483154.993474596,13,47,2,Freemium,33661,0.38,0.52,1
Valdez-Frank,AI/ML,984615.8204649641,12,35,4,Commission,73812,0.28,0.86,1
Horne-Jordan,FinTech,290359.42211578385,2,33,4,Subscription,58552,0.49,0.57,0
Stuart and Sons,RealEstate,4494327.84151095,13,35,2,Advertising,113174,0.6,0.74,1
Cantu Inc,Travel,113027.70840067211,4,50,2,Freemium,17948,0.86,0.68,0
Hunter-Kline,E-commerce,1746839.3785292846,13,11,5,One-time Purchase,51376,0.83,0.61,1
David-Gould,RealEstate,87049.13050971685,5,45,2,Subscription,176364,0.43,0.79,0
Gamble and Sons,E-commerce,5084164.937445137,15,22,1,Commission,38926,0.82,0.45,1
Ward-Weiss,Travel,490166.1725086088,7,29,4,Freemium,87468,0.13,0.5,0
Torres Ltd,RealEstate,267033.25690558256,11,45,2,Commission,166985,0.58,0.42,0
Rogers-Chase,FinTech,5158360.287371841,11,35,5,One-time Purchase,98995,0.66,0.91,1
Flores Group,Travel,4921558.465936044,14,47,2,Freemium,111273,0.42,0.95,1
Russell PLC,AI/ML,47258.822709531516,1,18,4,Advertising,148134,0.42,0.45,0
Lopez LLC,HealthTech,510581.6228706814,8,11,1,Commission,188148,0.37,0.73,0
"Pollard, Jones and Fuller",FinTech,100735.97727225683,2,37,4,One-time Purchase,69564,0.6,0.12,0
Coffey-Cook,E-commerce,45491.146967088214,15,14,5,One-time Purchase,64162,0.17,0.67,0
Dunlap Inc,Gaming,54573.52889650912,4,46,5,Subscription,77540,0.92,0.91,1
"Jensen, Roberts and Walker",RealEstate,293092.89351505804,10,49,1,Freemium,112069,0.34,0.18,0
Gray-Schwartz,HealthTech,2100811.573528742,6,12,4,Commission,49313,0.74,0.42,1
"Alexander, Mccoy and Whitaker",E-commerce,102243.97328998505,15,34,4,Subscription,113204,0.96,0.4,1
"Wells, Moyer and Duncan",AI/ML,245848.97797527033,3,12,2,Freemium,169531,0.5,0.54,0
Jones-Benjamin,Gaming,4704473.256474918,12,29,4,Advertising,14972,0.15,0.55,1
Gates LLC,Gaming,80845.90849436277,3,15,3,Advertising,31294,0.73,0.81,0
Garcia PLC,HealthTech,2379295.2901714267,4,12,4,Advertising,13067,0.17,0.4,0
Bates-Campbell,E-commerce,213234.67210282735,9,46,1,Commission,106969,0.77,0.92,1
Ruiz LLC,FinTech,102615.70934747293,7,38,4,Freemium,141034,0.93,0.88,1
Burns Inc,Gaming,271506.57250251534,15,36,3,Subscription,98412,0.36,0.32,0
Sullivan Inc,FoodTech,105894.23363004293,5,20,3,Commission,97425,0.32,0.3,0
Williams LLC,EdTech,813575.7699177401,7,29,3,Subscription,79696,0.97,0.41,1
Fox Inc,HealthTech,284511.9401748689,1,8,4,Freemium,97039,0.49,0.61,0
Hoffman Group,Gaming,5906236.859236687,7,47,3,Advertising,188486,0.89,0.57,1
"Brown, Miller and Price",Gaming,50176.989671102165,13,24,3,Commission,38987,0.97,0.82,1
Austin Ltd,E-commerce,417176.66322994366,11,14,5,Advertising,55377,0.91,0.71,1
Wheeler-Johnson,AI/ML,2367277.5858087363,5,15,4,Freemium,126959,0.33,0.28,0
"Liu, Johnson and Powell",AI/ML,5291984.205089275,2,18,1,Freemium,39097,0.21,0.82,0
"Thornton, Brown and Ward",E-commerce,208339.0387187132,7,18,2,Advertising,192188,0.79,0.85,1
Charles-Morgan,FoodTech,2010351.2875543518,10,25,5,One-time Purchase,170652,0.16,0.72,1
Lester-Lindsey,AI/ML,99616.15507953831,1,4,4,Commission,132887,0.71,0.71,0
Rodriguez-Martinez,Gaming,2001053.6216882602,3,49,5,Subscription,136520,0.64,0.29,0
Morris Group,Gaming,44979.84681458423,7,42,1,One-time Purchase,24750,0.89,0.16,0
"Henry, Velazquez and Serrano",AI/ML,2352750.620918884,14,13,1,Advertising,155440,0.45,0.81,1
Mcconnell and Sons,E-commerce,254936.2745427377,5,10,4,Advertising,130932,0.95,0.11,0
"Salazar, Dawson and Hayes",RealEstate,4174723.3834676994,13,11,1,Commission,183677,0.21,0.57,1
Johnson-Townsend,RealEstate,418562.2546795303,11,13,1,Advertising,199588,1.0,0.37,1
Lopez-Harris,RealEstate,5414399.550019431,13,24,2,Commission,73198,0.73,0.64,1
Martinez-Carroll,Gaming,5908324.551100887,5,47,4,One-time Purchase,29921,0.16,0.31,0
Moreno Inc,E-commerce,939232.021594668,5,29,1,Subscription,125782,0.18,0.95,0
"Dixon, Fowler and Acosta",HealthTech,238873.81557805173,15,6,1,Subscription,139012,0.69,0.81,1
Hendrix and Sons,Travel,118632.88966595645,7,29,2,Subscription,115100,0.41,0.22,0
"Lowe, Petty and Rivas",HealthTech,5347326.682784855,2,19,1,Advertising,117818,0.53,0.95,1
"Dorsey, Shaw and Brown",Gaming,2324422.2303613387,1,46,5,Subscription,137339,0.89,0.16,1
Scott PLC,HealthTech,593943.0277150775,2,12,1,One-time Purchase,22520,0.6,0.13,0
Moore-Garcia,FoodTech,1030576.3144323481,5,23,5,Freemium,161050,0.59,0.9,1
Cooper and Sons,FinTech,481963.72253111406,3,8,3,Advertising,165335,0.97,0.91,1
"Robinson, Hudson and Ewing",FinTech,86060.99624301877,8,5,4,Freemium,131861,0.85,0.39,1
Hughes-Jenkins,HealthTech,871082.4269210265,4,46,5,Subscription,129281,0.57,0.95,1
Torres Ltd,RealEstate,1981916.5561561221,1,3,5,Freemium,55680,0.89,0.37,1
Weaver-Williamson,RealEstate,57146.375028749295,14,49,2,Subscription,50038,0.84,0.31,1
Smith-Smith,HealthTech,4403237.178582017,2,50,2,Commission,182924,0.59,0.67,1
"Trevino, Escobar and Page",Gaming,1972659.3350804995,8,21,1,Subscription,125114,0.23,0.52,0
Lopez-Wright,FoodTech,552234.4282535563,15,34,3,Commission,161579,0.29,0.86,1
Perkins Ltd,RealEstate,2196193.655247499,9,4,2,One-time Purchase,14316,0.7,0.11,0
"Stein, Castaneda and Carter",Travel,55268.379694721014,13,16,2,One-time Purchase,24412,0.28,0.15,0
Mclean-Stokes,FoodTech,907244.6782767954,11,40,1,One-time Purchase,10961,0.65,0.42,0
"Gonzalez, Hayes and Nash",FinTech,1914234.6856809992,13,16,4,Subscription,114377,0.83,0.45,1
English Inc,E-commerce,82415.26398463297,15,14,1,Commission,43272,0.77,0.3,1
Garcia Ltd,Gaming,90928.89633460226,8,24,1,Commission,76474,0.45,0.96,0
Johns-Baker,Travel,476245.288297119,0,48,2,Advertising,13858,0.78,0.6,0
"Prince, Russell and Davies",HealthTech,117450.39054970299,6,45,1,Advertising,168495,0.67,0.36,0
Brown-Hatfield,FinTech,110630.3697589222,11,25,2,Advertising,139278,0.82,0.95,1
Edwards-White,FoodTech,1917685.6396800713,13,50,3,Advertising,150742,0.62,0.73,1
Sandoval Inc,Gaming,2106770.5688155126,11,11,3,Advertising,169123,0.64,0.44,1
Becker Ltd,Gaming,1907129.5387538609,2,22,2,Commission,67495,0.42,0.94,0
Greer Ltd,RealEstate,51777.109252001464,0,24,1,Commission,131586,0.54,0.83,0
Cline Group,RealEstate,1146861.471660937,1,9,2,One-time Purchase,88580,0.81,0.8,1
"Baker, Watson and Levy",Travel,1157277.4647033382,12,41,4,Commission,103801,0.23,0.33,0
Perez Inc,FoodTech,402235.50225000386,9,4,1,Advertising,38239,0.92,0.68,1
Chavez Group,AI/ML,55399.78222615565,12,43,5,One-time Purchase,79348,0.56,0.22,0
"Bates, Sellers and Lucas",RealEstate,1795335.804183029,0,4,4,Subscription,76341,0.52,0.77,0
Chan LLC,EdTech,88228.29869153665,6,41,4,Advertising,66936,0.67,0.85,1
Davidson-Nelson,RealEstate,4393862.636670976,9,22,4,Subscription,181077,0.77,0.78,1
Hickman-Lynch,FoodTech,1897153.7805942632,10,2,5,Advertising,169625,0.41,0.25,0
Blanchard-Beck,E-commerce,5888239.302898171,10,16,1,Commission,29156,0.65,0.34,1
"Yang, Martin and Clark",Travel,90178.28506230675,4,46,2,One-time Purchase,117509,0.4,0.46,0
Cooper Ltd,Gaming,117126.2398281917,5,20,2,Freemium,28277,0.95,0.4,0
"Hall, Evans and Adams",E-commerce,1194257.420342244,8,35,4,Commission,190976,0.13,0.74,0
Decker Ltd,EdTech,43301.48740689136,4,40,3,Commission,23537,0.74,0.55,0
Shaffer Group,HealthTech,269628.6141131179,8,24,5,Commission,80914,0.72,0.72,1
Freeman-Stephens,FoodTech,410002.84027534083,1,23,5,Subscription,87812,0.35,0.26,0
Martin-Newton,HealthTech,4286032.978647571,2,5,2,One-time Purchase,130979,0.36,0.87,1
Jackson-Gonzalez,HealthTech,429126.2425938633,14,9,1,One-time Purchase,106644,0.8,0.46,1
Yang-Kane,Travel,5961147.135326211,3,42,4,One-time Purchase,136950,0.83,0.63,1
"Spencer, Ramirez and Williams",FinTech,49761.22812905333,9,41,2,Subscription,127076,0.66,0.46,0
"Friedman, Howard and Guzman",EdTech,4506438.936475619,13,11,3,Advertising,99212,0.95,0.58,1
"Garcia, Martinez and Fritz",RealEstate,115618.29456831414,1,5,3,Freemium,22628,0.57,0.57,0
Ortiz Ltd,HealthTech,466720.18813095335,13,17,5,Subscription,191799,0.14,0.25,0
Williams LLC,Travel,2284012.625515591,1,15,5,Advertising,93110,0.66,0.84,1
Stevens Ltd,FoodTech,552757.8668174456,2,46,2,Commission,103810,0.41,0.34,0
Barrera Inc,E-commerce,54966.5686569059,15,22,5,Subscription,187889,0.72,0.28,1
"Kelley, Sanders and James",RealEstate,544384.4759205634,4,25,1,Commission,144169,0.58,0.55,0
Brown-Acevedo,HealthTech,230614.04023989834,4,20,3,Freemium,52777,0.8,0.44,0
Ramirez Group,FinTech,504118.2362574482,15,25,4,Freemium,154445,0.64,0.68,1
"Smith, Jackson and Craig",FinTech,252914.64619927862,7,9,4,Freemium,92488,0.72,0.5,0
